2020-10-25 15:23:22,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:23:16,"b""RT @Kiran37641070: #afcat_transparency\nMake everything transparent, don't leave any loopholes\n@IAF_MCC @cdacindia @RahulGandhi @priyankagan\xe2\x80\xa6"""
2020-10-25 15:23:16,b'RT @ndtv: #NDTVExclusive | IMF Chief @KGeorgieva speaks to @PrannoyRoyNDTV https://t.co/eEHEdlrOXU'
2020-10-25 15:23:13,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:23:04,"b'RT @Kiran37641070: #afcat_transparency\nAccept your mistake and rectify it @cdacindia \nPlease @IAF_MCC help candidates, we are the future of\xe2\x80\xa6'"
2020-10-25 15:23:00,"b'RT @ndtv: ""No Place For Arrogance In A Ruler\'s Life"": Sonia Gandhi On Dussehra https://t.co/3zra6AA5xB https://t.co/KSFGsnwlx4'"
2020-10-25 15:23:00,b'@Meesho_Official Still no one reply on the same @ZeeNewsEnglish @aajtak @AamAadmiParty @ABPNews @ArvindKejriwal\xe2\x80\xa6 https://t.co/DSlXCAo3jD'
2020-10-25 15:22:56,b'@ndtv You are making innumerable crimes so having lots of aims opposition become confuse\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c'
2020-10-25 15:22:49,b'One good &amp; one bad thing about each other!!!\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c @ndtv #BTSonNDTV #BTSARMY #bts'
2020-10-25 15:22:40,"b'RT @Kiran37641070: #afcat_transparency\nMedia please bring this issue into light, students has been asking this since last few days\n@aajtak\xe2\x80\xa6'"
2020-10-25 15:22:37,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:22:36,b'@rubyruprai @AnnMari45648047 @icanseeyoubuddy @rahulkanwal @MumbaiPolice @Navimumpolice @dhruv_rathee\xe2\x80\xa6 https://t.co/TY8nSV5i5O'
2020-10-25 15:22:19,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:22:18,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:22:15,"b'RT @ndtv: #Watch | ""We haven\'t received our salary on time in 2 years"": Doctors of the Resident Doctors Association on why they have gone o\xe2\x80\xa6'"
2020-10-25 15:22:11,"b""RT @Achal44754247: It's so easy for them to tell that there is no error in the results, only we know how much hardwork it takes for the asp\xe2\x80\xa6"""
2020-10-25 15:22:07,"b'RT @Kiran37641070: #afcat_transparency\nAccept your mistake and rectify it @cdacindia \nPlease @IAF_MCC help candidates, we are the future of\xe2\x80\xa6'"
2020-10-25 15:22:07,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:22:04,"b""RT @Achal44754247: It's so easy for them to tell that there is no error in the results, only we know how much hardwork it takes for the asp\xe2\x80\xa6"""
2020-10-25 15:22:02,"b""@ndtv @sonaliranade That boy must've been exposed to such depravity at a very young age! God what's becoming of civilised world!"""
2020-10-25 15:21:57,"b'RT @Kiran37641070: #afcat_transparency\nAccept your mistake and rectify it @cdacindia \nPlease @IAF_MCC help candidates, we are the future of\xe2\x80\xa6'"
2020-10-25 15:21:53,b'RT @ndtv: #NDTVExclusive | IMF Report: #COVID19 pandemic has increased extreme poverty numbers in India by 40 million https://t.co/WJsjszWj\xe2\x80\xa6'
2020-10-25 15:21:50,b'@Indepthcomments @ndtv The covid effect'
2020-10-25 15:21:49,"b'RT @ndtv: #Watch | \xe2\x80\x9cPollution is a chronic problem that does not get as much attention as it deserves\xe2\x80\x9d: Dr. Ganesh Jewalikar, Max Hospital\xe2\x80\xa6'"
2020-10-25 15:21:39,b'@ndtv Elections are coming'
2020-10-25 15:21:37,b'RT @Yogendr83051848: #afcat_transparency\nMany defence aspirants hark work will go in vain. And we will not let it happen. We want re evalua\xe2\x80\xa6'
2020-10-25 15:21:29,b'RT @Sahwazk70070000: Many defence aspirants hark work will go in vain. And we will not let it happen. We want re evaluation in the AFCAT 2\xe2\x80\xa6'
2020-10-25 15:21:25,"b""What one thing you guy's first notice in girls???\xf0\x9f\xa4\xa8\xf0\x9f\xa4\xa8 @ndtv #BTSonNDTV #BTSARMY"""
2020-10-25 15:21:22,b'RT @ndtv: #NDTVExclusive | IMF Report: #COVID19 pandemic has increased extreme poverty numbers in India by 40 million https://t.co/WJsjszWj\xe2\x80\xa6'
2020-10-25 15:21:21,"b'RT @ndtv: #Watch | ""We used the green crackers which don\'t emit smoke"": Ram Leela Maidan\'s organizers on bursting firecrackers in a time of\xe2\x80\xa6'"
2020-10-25 15:21:16,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:21:15,"b""RT @ndtv: #Telangana | MoS in Ministry of Home Affairs, G Kishan Reddy, participates in 'Ravan Dahan' at Amberpet in Hyderabad on #Dussehra\xe2\x80\xa6"""
2020-10-25 15:21:12,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:21:07,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:21:06,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:21:01,"b'RT @ndtv: #TheBigFight | \xe2\x80\x9cThe youth of Bihar attended PM Modi\xe2\x80\x99s rally with the hope that he would address the issue of unemployment, but he\xe2\x80\xa6'"
2020-10-25 15:20:57,b'RT @ndtv: #Blog | What it was like to interview #BTS - by @rohitkhilnani https://t.co/R5BxJ5i8qe\n\n#BTSonNDTV #BTSArmy @BTS_twt https://t.co\xe2\x80\xa6'
2020-10-25 15:20:57,"b""RT @Achal44754247: It's so easy for them to tell that there is no error in the results, only we know how much hardwork it takes for the asp\xe2\x80\xa6"""
2020-10-25 15:20:55,"b'RT @ndtv: ""No Place For Arrogance In A Ruler\'s Life"": Sonia Gandhi On Dussehra https://t.co/3zra6AA5xB https://t.co/KSFGsnwlx4'"
2020-10-25 15:20:55,"b""RT @Kiran37641070: #afcat_transparency\nMake everything transparent, don't leave any loopholes\n@IAF_MCC @cdacindia @RahulGandhi @priyankagan\xe2\x80\xa6"""
2020-10-25 15:20:53,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:20:53,"b'RT @ndtv: ""It\'s My Duty..."": AAP\'s Raghav Chadha Helps Man Find Daughter https://t.co/YPM9jRRvti https://t.co/4IYr8xtIGK'"
2020-10-25 15:20:52,"b'RT @ndtv: ""No Place For Arrogance In A Ruler\'s Life"": Sonia Gandhi On Dussehra https://t.co/3zra6AA5xB https://t.co/KSFGsnwlx4'"
2020-10-25 15:20:44,"b'RT @ndtv: ""PM Has Decided When There Will Be War With China, Pak"": UP BJP Chief https://t.co/tTOUKYE3Zh https://t.co/ITVAwwqaQm'"
2020-10-25 15:20:43,"b'RT @ndtv: #Watch | ""We used the green crackers which don\'t emit smoke"": Ram Leela Maidan\'s organizers on bursting firecrackers in a time of\xe2\x80\xa6'"
2020-10-25 15:20:39,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:20:34,b'RT @sachinvats142: Today many bankers have attended their branches for implementation of schemes n that at the cost of much needed weekend\xe2\x80\xa6'
2020-10-25 15:20:32,"b'@sanjaysb1 @ndtv Bjp pajeets are extremely gugilble . Bharti media and their leaders fed them lies , they believe e\xe2\x80\xa6 https://t.co/n9sudSF7bV'"
2020-10-25 15:20:24,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:20:21,"b'#afcat_transparency\nAccept your mistake and rectify it @cdacindia \nPlease @IAF_MCC help candidates, we are the futu\xe2\x80\xa6 https://t.co/iwSNcocDHp'"
2020-10-25 15:20:15,b'RT @sachinvats142: Today many bankers have attended their branches for implementation of schemes n that at the cost of much needed weekend\xe2\x80\xa6'
2020-10-25 15:20:13,"b'RT @Kiran37641070: #afcat_transparency\nMedia please bring this issue into light, students has been asking this since last few days\n@aajtak\xe2\x80\xa6'"
2020-10-25 15:20:08,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:20:07,b'RT @Hu_insane: Nobody:\nLiterally nobody:\nDoctors right under the governments nose -\n#unpaidcovidwarriors \n\xe2\x81\xa6@PMOIndia\xe2\x81\xa9 \xe2\x81\xa6@narendramodi\xe2\x81\xa9 \xe2\x81\xa6@Arv\xe2\x80\xa6'
2020-10-25 15:20:01,"b'RT @ndtv: #Watch | ""We used the green crackers which don\'t emit smoke"": Ram Leela Maidan\'s organizers on bursting firecrackers in a time of\xe2\x80\xa6'"
2020-10-25 15:20:00,"b""It's so easy for them to tell that there is no error in the results, only we know how much hardwork it takes for th\xe2\x80\xa6 https://t.co/4hmSq9MRom"""
2020-10-25 15:19:52,"b""@ndtv Sorry, it is farmer's economic issue too; farmers want quick preparation of land for next crops and burning s\xe2\x80\xa6 https://t.co/S7jGKCI49T"""
2020-10-25 15:19:51,"b'RT @ahmedmeeranoffl: We empathized for George Floyd. Now, why not for Our fellow Indians? PLEASE\xf0\x9f\x99\x8f Do not sideline this issue. Kindly read m\xe2\x80\xa6'"
2020-10-25 15:19:38,"b'RT @ndtv: ""No Place For Arrogance In A Ruler\'s Life"": Sonia Gandhi On Dussehra https://t.co/3zra6AA5xB https://t.co/KSFGsnwlx4'"
2020-10-25 15:19:35,"b'@ndtv Sorry to say this lady has horrible voice. It\'s always ""Galey mein kharaash.""'"
2020-10-25 15:19:31,"b'RT @ndtv: ""No Place For Arrogance In A Ruler\'s Life"": Sonia Gandhi On Dussehra https://t.co/3zra6AA5xB https://t.co/KSFGsnwlx4'"
2020-10-25 15:19:19,b'@Muneer_rash @networkwell @ashoswai @ndtv 26 Feb. IAF jets crossed Loc came 70-80 km inside and bombed the thrgets\xe2\x80\xa6 https://t.co/SmiLpdPZ5f'
2020-10-25 15:19:16,b'@laddven @AadilNaushad5 @ndtv No..not twice a year..'
2020-10-25 15:19:09,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:19:07,"b'RT @ndtv: ""PM Has Decided When There Will Be War With China, Pak"": UP BJP Chief https://t.co/tTOUKYE3Zh https://t.co/ITVAwwqaQm'"
2020-10-25 15:19:06,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:19:05,"b'RT @ndtv: ""Entire Bihar Is My Family, Serving People Is My Duty"": Nitish Kumar https://t.co/TBf5Jt5ace https://t.co/bc2es4HUeU'"
2020-10-25 15:19:05,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:19:04,"b'#afcat_transparency\nMedia please bring this issue into light, students has been asking this since last few days\xe2\x80\xa6 https://t.co/F8RsN2f3gw'"
2020-10-25 15:18:46,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:18:39,"b'@janardanmis @annapurnaupadhy Hey guys if you really &amp; seriously wish to help Arnab, then STOP watching-\n @ndtv\xe2\x80\xa6 https://t.co/ED0RZ1Pq09'"
2020-10-25 15:18:25,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:18:10,"b'@ndtv Wars not decided, it happens with provocation.'"
2020-10-25 15:18:10,"b'RT @ndtv: ""No Place For Arrogance In A Ruler\'s Life"": Sonia Gandhi On Dussehra https://t.co/3zra6AA5xB https://t.co/KSFGsnwlx4'"
2020-10-25 15:18:10,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:18:05,b'RT @ndtv: Spain Declares Nationwide State Of Emergency Over Coronavirus https://t.co/OGfbHBaYMt https://t.co/GGPmLqA8Un'
2020-10-25 15:18:05,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:18:02,b'@ndtv Direction on PM https://t.co/3mmcvm2jBa'
2020-10-25 15:18:02,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:18:00,b'RT @ndtv: #NDTVExclusive | IMF Chief @KGeorgieva speaks to @PrannoyRoyNDTV'
2020-10-25 15:17:37,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:17:33,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:17:27,"b""@sanjaysb1 @ndtv I'm sorry bro but most of BJP pajeets are so gullible . They can believe anything &amp; everything tol\xe2\x80\xa6 https://t.co/PycAid0KoB"""
2020-10-25 15:17:23,"b'RT @ndtv: #BTSOnNDTV | Exclusive interview with Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook. Mark the dates! \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\n\n#BTS @bts\xe2\x80\xa6'"
2020-10-25 15:17:22,b'@Muneer_rash @networkwell @ashoswai @ndtv U and so called no. ISI knows where is he \nWhy Asif gafoor said he there\xe2\x80\xa6 https://t.co/8urkkDDziq'
2020-10-25 15:17:10,b'@ndtv What about BJP who has no direction but to topple governemnt and buy MLA n  MP'
2020-10-25 15:17:02,"b""#afcat_transparency\nMake everything transparent, don't leave any loopholes\n@IAF_MCC @cdacindia @RahulGandhi\xe2\x80\xa6 https://t.co/TfSIPKrzXV"""
2020-10-25 15:16:55,b'@TheLieLama4 @Emmar_India @ShivamJ24 @ndtv Indians believe ruling party...if u dont like than do vote in next elect\xe2\x80\xa6 https://t.co/SAdPptnaUS'
2020-10-25 15:16:50,"b""RT @ashoswai: The way 'Light A Lamp' in April has kept Corona away, this time it will keep China away! https://t.co/fbMMOoI6SH via @ndtv"""
2020-10-25 15:16:42,"b'RT @ndtv: #Watch | ""We used the green crackers which don\'t emit smoke"": Ram Leela Maidan\'s organizers on bursting firecrackers in a time of\xe2\x80\xa6'"
2020-10-25 15:16:42,"b'RT @ndtv: #Watch | ""We used the green crackers which don\'t emit smoke"": Ram Leela Maidan\'s organizers on bursting firecrackers in a time of\xe2\x80\xa6'"
2020-10-25 15:16:38,"b'RT @shockingashu: @004Sachin @ShivamJ24 @ndtv Opposition is there, be it Congress but it is there.  Thing is, BJP is not at all following c\xe2\x80\xa6'"
2020-10-25 15:16:37,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:16:27,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:16:19,"b""RT @Joyson0804: https://t.co/4ZtXX0MXoP\n\nWe don't want such development. Don't destroy our wildlife\nIt's humble request.\n@DrPramodPSawant @\xe2\x80\xa6"""
2020-10-25 15:16:19,"b'RT @ndtv: #Watch | \xe2\x80\x9cThe basic reasons behind [waste burning] are lack of education and ignorance of the administration\xe2\x80\x9d: Dharmveer Singh, S\xe2\x80\xa6'"
2020-10-25 15:16:18,b'@ndtv What is non sense... Have you a mind...?'
2020-10-25 15:16:09,"b""RT @ndtv: Team #BTS - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook chatted with NDTV's @rohitkhilnani about music and more. \n\nWatch this sp\xe2\x80\xa6"""
2020-10-25 15:16:06,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:16:03,"b'@OpIndia_com Hey guys if you really &amp; seriously wish to help Arnab, then STOP watching-\n @ndtv\n@indiatvnews\xe2\x80\xa6 https://t.co/6aLYFLyRdi'"
2020-10-25 15:15:57,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:15:40,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:15:38,"b'RT @ndtv: #Punjab BJP Kisan Morcha President Tarlochan Singh Gill on Saturday resigned from the party over the #FarmBills2020. Earlier, BJP\xe2\x80\xa6'"
2020-10-25 15:15:34,"b'RT @ndtv: #Watch | \xe2\x80\x9cThe basic reasons behind [waste burning] are lack of education and ignorance of the administration\xe2\x80\x9d: Dharmveer Singh, S\xe2\x80\xa6'"
2020-10-25 15:15:33,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:15:29,b'@ndtv Just in time for end of the year appraisal'
2020-10-25 15:15:26,"b'RT @ndtv: Bihar Candidate, Supporter Shot Dead While Campaigning, Accused Attacked https://t.co/qLsAvj3hMs https://t.co/fTHVIpx0av'"
2020-10-25 15:15:25,"b'RT @ndtv: #Watch | \xe2\x80\x9cPollution is a chronic problem that does not get as much attention as it deserves\xe2\x80\x9d: Dr. Ganesh Jewalikar, Max Hospital\xe2\x80\xa6'"
2020-10-25 15:15:06,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:15:01,b'RT @ndtv: #NDTVExclusive | IMF Report: #COVID19 pandemic has increased extreme poverty numbers in India by 40 million https://t.co/WJsjszWj\xe2\x80\xa6'
2020-10-25 15:14:58,"b'RT @ndtv: #BTSOnNDTV | Exclusive interview with Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook. Mark the dates! \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\n\n#BTS @bts\xe2\x80\xa6'"
2020-10-25 15:14:57,b'RT @bag_debdip: @ShivaGopalMish1 @RailMinIndia @PiyushGoyal Rail Apprentice we want justice \nWe want back Old GM Power \n#RailwayApprenticeB\xe2\x80\xa6'
2020-10-25 15:14:55,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:14:53,b'@chatteso @amitmehra @VishnuNDTV @myshanks @ndtv @PrannoyRoyNDTV @ravishndtv @MinhazMerchant @Nidhi @soniandtv\xe2\x80\xa6 https://t.co/wX2rk9gzQ7'
2020-10-25 15:14:51,b'RT @ndtv: #Watch | A seaplane successfully lands in the Venduruthy Channel in #Kochi https://t.co/ZYqiTkaKEK'
2020-10-25 15:14:50,b'@004Sachin @ansarimirza3491 @ShivamJ24 @ndtv Just a small correction. Modi is the greatest dealer ever for Ambani and Adani'
2020-10-25 15:14:49,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:14:48,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:14:40,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:14:35,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:14:32,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:14:27,b'@ndtv Shame !'
2020-10-25 15:14:25,"b""RT @ndtv: Team #BTSARMY - Jin, Suga, J-Hope, RM, Jimin, V and Jungkook spoke to NDTV's @rohitkhilnani!\n\n#BTSOnNDTV - Watch the full intervi\xe2\x80\xa6"""
2020-10-25 15:14:12,"b""RT @ndtv: Scrap Dealer's Son Clears Medical Entrance Test In Ninth Attempt https://t.co/pXQ3KhIro4 https://t.co/WoPM7DhL87"""
2020-10-25 15:14:12,"b'RT @paranjoygt: ""PM Has Decided When There Will Be War With China, Pak"": UP BJP Chief https://t.co/rj9saU4Hoj via @ndtv'"
